Business Name,Category,Address,City,County,State,Zip,Phone,Call first?,Website,Email,Facebook,Instagram,Hours,Months Open,Products,Certified Organic,SNAP,ADA Accessible,Notes,Latitude,Longitude,Source,Geo Source,Possible Dup Of,Provenance
Montrose Farmers Market,Farmers' Market,Centennial Plaza,Montrose,Montrose,CO,81401,(970) 249-0705,,https://www.valleyfoodpartnership.org,office@valleyfoodpartnership.org,https://www.facebook.com/MontroseFarmersMarket,https://www.instagram.com/montrosecoloradofarmersmarket/?hl=en,"Sat: Summer Season: 9 am - 1 pm, Winter Season: 10 am - 1 pm","January, February, March, April, May, June, July, August, September, November, October, December","Apples, Apricots, Asparagus, Beets, Bell Peppers, Broccoli, Cabbage, Cantaloupe, Carrots, Cauliflower, Celery, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Grapes, Green Beans, Herbs, Honeydew, Kale, Leeks, Microgreens, Mushrooms, Onions, Nectarines, Peaches, Pears, Peas, Pinto Beans, Plums, Potatoes, Pumpkins, Radishes, Rhubarb, Spinach, Squash, Sweet Corn, Tomatoes, Turnips, Watermelon, Zucchini, Beef, Pork, Poultry, Sausage, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Pickles, Cider, Juices, Handcrafted Gifts",No,Yes,Yes,"The Montrose Farmers Market is a year-round market featuring farmers, ranchers, producers, and artisans of the Western Slope. Our mission is to connect local producers to local people, provide food access services (SNAP and Double Up Food Bucks), help to incubate new businesses and producers, and support community building.",38.47814846800003,-107.86221239799994,colorado_proud+usda,source,,"{""Business Name"":""colorado_proud"",""Address"":""colorado_proud"",""City"":""colorado_proud"",""County"":""colorado_proud"",""Zip"":""colorado_proud"",""Phone"":""colorado_proud"",""Website"":""colorado_proud"",""Email"":""colorado_proud"",""Facebook"":""colorado_proud"",""Instagram"":""colorado_proud"",""Hours"":""colorado_proud"",""Months Open"":""colorado_proud"",""Products"":""colorado_proud"",""Certified Organic"":""colorado_proud"",""SNAP"":""colorado_proud"",""ADA Accessible"":""colorado_proud"",""Notes"":""colorado_proud""}"
Monument Hill Farmers' Market,Farmers' Market,146 Jefferson Street,Monument,El Paso,CO,80132,(719) 592-9420,,,,,,,,,,,,,39.090785984457824,-104.8707290016444,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""County"":""census-geocoder""}"
Market on the Plaza,Farmers' Market,Heritage Plaza,Mountain Village,San Miguel,CO,81435,(970) 369-8606,No,https://www.marketontheplaza.com,marketontheplaza@mtnvillage.org,www.facebook.com/townofmountainvillage,@townofmountainvillage,Wed: 11 a.m. - 4 p.m.,"June, July, August, September","Apples, Apricots, Asparagus, Beets, Bell Peppers, Cabbage, Cantaloupe, Carrots, Cherries, Cucumbers, Green Beans, Herbs, Kale, Lettuce, Microgreens, Nectarines, Onions, Peaches, Eggplant, Garlic, Pumpkins, Potatoes, Radishes, Spinach, Squash, Strawberries, Sweet Corn, Tomatoes, Turnips, Watermelon, Zucchini, Beef, Lamb, Pork, Sausage, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Popcorn, Pickles, Cider, Juices, Handcrafted Gifts, Free Wine Tastings",No,No,Yes,"June 10 - September 9, 2026
Located in the heart of Mountain Village
Free family friendly entertainment daily",37.936061100000074,-107.84798519999998,colorado_proud,source,,"{""Business Name"":""colorado_proud"",""Address"":""colorado_proud"",""City"":""colorado_proud"",""County"":""colorado_proud"",""Zip"":""colorado_proud"",""Phone"":""colorado_proud"",""Website"":""colorado_proud"",""Email"":""colorado_proud"",""Facebook"":""colorado_proud"",""Instagram"":""colorado_proud"",""Hours"":""colorado_proud"",""Months Open"":""colorado_proud"",""Products"":""colorado_proud"",""Certified Organic"":""colorado_proud"",""SNAP"":""colorado_proud"",""ADA Accessible"":""colorado_proud"",""Notes"":""colorado_proud""}"
Nederland Farmers Market,Farmers' Market,80 E Second St,Nederland,Boulder,CO,80466,(303) 596-9164,No,https://www.nederlandfarmersmarket.org,Vending@nederlandfarmersmarket.com,https://www.facebook.com/NederlandFarmersMarket,@nederlandfarmersmarket,Sun: 10:00am-2:00pm,"May, June, July, August, September, October, November","Apples, Apricots, Asparagus, Bell Peppers, Beets, Broccoli, Cantaloupe, Carrots, Celery, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Brussels Sprouts, Cabbage, Cauliflower, Eggplant, Garlic, Green Beans, Herbs, Honeydew, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Onions, Peaches, Pears, Nectarines, Okra, Peas, Pinto Beans, Plums, Potatoes, Pumpkins, Radishes, Rhubarb, Spinach, Squash, Sweet Corn, Strawberries, Tomatoes, Turnips, Watermelon, Zucchini, Raspberries, Beef, Lamb, Pork, Poultry, Sausage, Salmon, Baked Goods, Cheese, Eggs, Honey, Pickles, Popcorn",No,Yes,Yes,"A vibrant mountain community market featuring fresh local produce, pasture-raised meats, baked goods, handmade crafts, and live music in the heart of Nederland.",39.962529575130986,-105.50897570901505,colorado_proud+usda,source,,"{""Business Name"":""colorado_proud"",""Address"":""colorado_proud"",""City"":""colorado_proud"",""County"":""colorado_proud"",""Zip"":""colorado_proud"",""Website"":""colorado_proud"",""Email"":""colorado_proud"",""Facebook"":""colorado_proud"",""Instagram"":""colorado_proud"",""Hours"":""colorado_proud"",""Months Open"":""colorado_proud"",""Products"":""colorado_proud"",""Certified Organic"":""colorado_proud"",""SNAP"":""colorado_proud"",""ADA Accessible"":""colorado_proud"",""Notes"":""colorado_proud"",""Phone"":""usda""}"
Norwood Farm and Craft Market,Farmers' Market,1165 Summit Street,Norwood,San Miguel,CO,81423,(970) 327-4393,,https://www.norwoodfarmmarket.org/,,,,,,,,,,,38.13177756667583,-108.29652518750727,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Website"":""usda"",""County"":""census-geocoder""}"
Pagosa Springs Farmers Market,Farmers' Market,191 Pagosa St,Pagosa Spgs,Archuleta,CO,81147,,,http://sospagosa.org/farmers-market-pagosa-springs/,,http://www.facebook.com/Pagosa-Farmers-Market-550120111676611/,,,,,,,,,37.268886086535446,-107.00470746521046,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Website"":""usda"",""Facebook"":""usda"",""County"":""census-geocoder""}"
Pagosa Farmers Market,Farmers' Market,2435 Eagle Drive,Pagosa Springs,Archuleta,CO,81147,(970) 731-6412,,,,https://www.facebook.com/pages/Pagosa-Farmers-Market/550120111676611?fref=ts,,,,,,,,,37.26902698039497,-107.0509409751049,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Facebook"":""usda"",""County"":""census-geocoder""}"
Palisade Sunday Farmers' Market,Farmers' Market,3rd St. & Main St.,Palisade,Mesa,CO,81526,(970) 464-5602,,http://townofpalisade.org/departments/sunday-market-page,mgossage@townofpalisade.org,https://www.facebook.com/PalisadeFarmersMarket,,,,,,,,,39.11030001896913,-108.35093995945107,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Email"":""usda"",""Website"":""usda"",""Facebook"":""usda"",""County"":""census-geocoder""}"
Orchard Valley Farms & Market.   Black Bridge Winery,Farmers' Market,15836 Black Bridge Rd,Paonia,Delta,CO,81428,(970) 527-6838,,https://orchardvalleyfarms.com,webaction@orchardvalleyfarms.com,,,,"May, June, July, August, September, October, November","Apples, Cantaloupe, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Peaches, Okra, Nectarines, Grapes, Eggplant, Pinto Beans, Pumpkins, Raspberries, Sweet Corn, Tomatoes, Watermelon, Zucchini, Blackberries, winter squash, gourds, Beef, Sausage, Cheese, Honey, Jams, Jellies, Pickles, Popcorn, Christmas Trees, Handcrafted Gifts, Lavender, cosmetics, chutney, hot sauce, green chili sauce, noodles, coffee, tea, syrups, balsamic vinegars and oils, snacks, chips., Chardonnay, Riesling, Blush, Cherry, Pinot Noir, Red and white blends.",No,No,Yes,We are family owned and operated.  Visitors enjoy u-picking fruit and vegetables and sipping on a glass of Black Bridge wine by the river.  We have an on site market with local products and our tasting room with a large selection of our estate grown wines.,38.887091999999996,-107.580996,colorado_proud,source,,"{""Business Name"":""colorado_proud"",""Address"":""colorado_proud"",""City"":""colorado_proud"",""County"":""colorado_proud"",""Zip"":""colorado_proud"",""Phone"":""colorado_proud"",""Website"":""colorado_proud"",""Email"":""colorado_proud"",""Months Open"":""colorado_proud"",""Products"":""colorado_proud"",""Certified Organic"":""colorado_proud"",""SNAP"":""colorado_proud"",""ADA Accessible"":""colorado_proud"",""Notes"":""colorado_proud""}"
The Arbol Farmers Market,Farmers' Market,708 4th St,Paonia,Delta,CO,81428,(970) 433-5852,No,https://thelearningcouncil.org,arbolfarmersmarket@thelearningcouncil.org,,arbolfarmersmarket,Tue: 5 - 7:30PM,"May, June, July, August, September, October","Apples, Apricots, Beets, Cabbage, Carrots, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Celery, Broccoli, Bell Peppers, Eggplant, Garlic, Grapes, Green Beans, Herbs, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Onions, Peaches, Pears, Nectarines, Peas, Potatoes, Pumpkins, Radishes, Tomatoes, Turnips, Squash, Sweet Corn, Zucchini, Beef, Baked Goods, Cheese, Eggs, Honey, Pickles, Jellies, Jams, Popcorn, Handcrafted Gifts, Willow Baskets, herbal products, local art",No,Yes,Yes,"From Highway 133, follow the signs to Downtown
Paonia. From the intersection of Grand Avenue
and 4th St., follow 4th street down to Town Park.",38.871036000000004,-107.591742,colorado_proud,source,,"{""Business Name"":""colorado_proud"",""Address"":""colorado_proud"",""City"":""colorado_proud"",""County"":""colorado_proud"",""Zip"":""colorado_proud"",""Phone"":""colorado_proud"",""Website"":""colorado_proud"",""Email"":""colorado_proud"",""Instagram"":""colorado_proud"",""Hours"":""colorado_proud"",""Months Open"":""colorado_proud"",""Products"":""colorado_proud"",""Certified Organic"":""colorado_proud"",""SNAP"":""colorado_proud"",""ADA Accessible"":""colorado_proud"",""Notes"":""colorado_proud""}"
Parker Farmers Market,Farmers' Market,Parker Road & Main Street,Parker,Douglas,CO,80138,(303) 693-3662,,https://www.parkercolorado.net/parker-farmers-market-dates-and-time,,,,,,,,,,,39.51848998643388,-104.7236899681034,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Website"":""usda"",""County"":""census-geocoder""}"
Williams Family Markets,Farmers' Market,P.O. Box 2916,Parker,Douglas,CO,80134,(303) 693-3662,,,,https://www.facebook.com/pages/Parker-Farmers-Market/84431378316?fref=ts,,,,,,,,,39.51182200000005,-104.7991472,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Facebook"":""usda"",""County"":""census-geocoder""}"
Pueblo Farmers Market,Farmers' Market,1604 N Santa Fe Ave,Pueblo,Pueblo,CO,81001,(719) 778-6041,No,https://pueblofarmersmarket.org,pueblofarmersmarket@gmail.com,https://www.facebook.com/PuebloFarmerMarket,https://www.instagram.com/pueblofarmersmarket,"Sat: 7:30am - Noon, except for select Eastside Pop-ups","May, June, July, August, September, October","Apples, Beets, Bell Peppers, Cabbage, Cantaloupe, Carrots, Cauliflower, Cherries, Chile Peppers, Cucumbers, Eggplant, Garlic, Grapes, Green Beans, Herbs, Honeydew, Lettuce, Microgreens, Mushrooms, Okra, Onions, Peaches, Pears, Pinto Beans, Plums, Potatoes, Pumpkins, Radishes, Squash, Sweet Corn, Tomatoes, Watermelon, Zucchini, Beef, Lamb, Pork, Poultry, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Pickles, Juices, Handcrafted Gifts",No,Yes,Yes,"We gladly accept SNAP, Double Up, CO SNAP Produce Bonus and PowerUp Protein",38.28128944458684,-104.60723501749888,colorado_proud+usda,source,,"{""Business Name"":""colorado_proud"",""Address"":""colorado_proud"",""City"":""colorado_proud"",""County"":""colorado_proud"",""Zip"":""colorado_proud"",""Phone"":""colorado_proud"",""Website"":""colorado_proud"",""Email"":""colorado_proud"",""Facebook"":""colorado_proud"",""Instagram"":""colorado_proud"",""Hours"":""colorado_proud"",""Months Open"":""colorado_proud"",""Products"":""colorado_proud"",""Certified Organic"":""colorado_proud"",""SNAP"":""colorado_proud"",""ADA Accessible"":""colorado_proud"",""Notes"":""colorado_proud""}"
Pueblo Farmers Market Eastside Pop-ups,Farmers' Market,1346 E 8th Street,Pueblo,Pueblo,CO,81001,(719) 778-6041,No,https://pueblofarmersmarket.org,pueblofarmersmarket@gmail.com,www.facebook.com/pueblofarmermarket,www.instagram.com/pueblofarmersmarket,Sat: 7:30am - Noon  May 16  June 6    July 18    October 3,"July, October, May, June","Apples, Apricots, Beets, Bell Peppers, Broccoli, Cabbage, Cantaloupe, Carrots, Cauliflower, Cherries, Chile Peppers, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Kale, Lettuce, Microgreens, Mushrooms, Okra, Onions, Peaches, Pears, Peas, Pinto Beans, Potatoes, Plums, Pumpkins, Radishes, Squash, Sweet Corn, Tomatoes, Watermelon, Zucchini, Beef, Lamb, Pork, Poultry, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Pickles, Juices, Handcrafted Gifts",No,Yes,Yes,"We gladly accept SNAP, CO Produce Bonus, Double Up Food Bucks, Fresh to Flourish and PowerUp Protein.
Pop-ups at this location will be:
May 16
June 6
July 18
October 3",38.27457900000002,-104.5873215,colorado_proud,source,,"{""Business Name"":""colorado_proud"",""Address"":""colorado_proud"",""City"":""colorado_proud"",""County"":""colorado_proud"",""Zip"":""colorado_proud"",""Phone"":""colorado_proud"",""Website"":""colorado_proud"",""Email"":""colorado_proud"",""Facebook"":""colorado_proud"",""Instagram"":""colorado_proud"",""Hours"":""colorado_proud"",""Months Open"":""colorado_proud"",""Products"":""colorado_proud"",""Certified Organic"":""colorado_proud"",""SNAP"":""colorado_proud"",""ADA Accessible"":""colorado_proud"",""Notes"":""colorado_proud""}"
Ridgway Farmers Market,Farmers' Market,Hartwell Park,Ridgway,Ouray,CO,81432,(970) 497-0755,,https://www.ridgwayfarmersmarket.com,manager@ridgwayfarmersmarket.com,https://www.facebook.com/RidgwayFarmersMarket,https://www.instagram.com/ridgway_farmersmarket/,Fri: 10 a.m. - 2 p.m.,"May, June, July, August, September, October",,No,Yes,Yes,"Ridgway Farmers Market is a vibrant weekly market in Ridgway, Colorado, featuring local farmers, ranchers, food producers, and artisans. Weâ€™re dedicated to fresh food, handmade goods, and building strong community connections through local commerce.",38.08930451900005,-107.71635496399995,colorado_proud+usda,source,,"{""Business Name"":""colorado_proud"",""Address"":""colorado_proud"",""City"":""colorado_proud"",""County"":""colorado_proud"",""Zip"":""colorado_proud"",""Phone"":""colorado_proud"",""Website"":""colorado_proud"",""Email"":""colorado_proud"",""Facebook"":""colorado_proud"",""Instagram"":""colorado_proud"",""Hours"":""colorado_proud"",""Months Open"":""colorado_proud"",""Certified Organic"":""colorado_proud"",""SNAP"":""colorado_proud"",""ADA Accessible"":""colorado_proud"",""Notes"":""colorado_proud""}"
City of Rifle Farmer's Market,Farmers' Market,1718 Railroad Ave,Rifle,Garfield,CO,81650,(970) 665-6574,,http://www.rifleco.org/farmersmarket,,,,,,,,,,,39.54515801587325,-107.78344732327297,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Website"":""usda"",""County"":""census-geocoder""}"
Rifle Farmers Market,Farmers' Market,839 Whiteriver Ave,Rifle,Garfield,CO,81650,(970) 309-0803,Yes,https://riflefarmersmarket.com,elissamnye@gmail.com,,,Fri: 4-8pm,"June, July, August, September","Apples, Apricots, Beets, Bell Peppers, Broccoli, Brussels Sprouts, Cabbage, Cantaloupe, Carrots, Cauliflower, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Honeydew, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Nectarines, Okra, Onions, Peaches, Pears, Peas, Potatoes, Radishes, Rhubarb, Spinach, Squash, Sweet Corn, Tomatoes, Zucchini, Baked Goods, Eggs, Honey, Jams, Jellies, Handcrafted Gifts",No,Yes,Yes,"We are the Rifle Farmers Market. A Friday night gathering space with local produce, eggs, honey and handmade products. We have live music, food trucks and beer and wine to be enjoyed onsite.",39.53692636230148,-107.78098352909718,colorado_proud+usda,source,,"{""Business Name"":""colorado_proud"",""Address"":""colorado_proud"",""City"":""colorado_proud"",""County"":""colorado_proud"",""Zip"":""colorado_proud"",""Phone"":""colorado_proud"",""Website"":""colorado_proud"",""Email"":""colorado_proud"",""Hours"":""colorado_proud"",""Months Open"":""colorado_proud"",""Products"":""colorado_proud"",""Certified Organic"":""colorado_proud"",""SNAP"":""colorado_proud"",""ADA Accessible"":""colorado_proud"",""Notes"":""colorado_proud""}"
Salida Farmers Market,Farmers' Market,404 E Street,Salida,Chaffee,CO,81201,(719) 207-5787,No,https://foodshedalliance.com,info@foodshedalliance.com,Foodshed Alliance,salida_farmers_market,Sat: 8 am - 12 pm,"June, July, August, September, October","Apples, Apricots, Asparagus, Beets, Bell Peppers, Broccoli, Brussels Sprouts, Cabbage, Cantaloupe, Carrots, Cauliflower, Celery, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Honeydew, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Nectarines, Okra, Onions, Pears, Peaches, Peas, Plums, Potatoes, Pumpkins, Radishes, Raspberries, Rhubarb, Spinach, Squash, Strawberries, Sweet Corn, Tomatoes, Turnips, Watermelon, Zucchini, Beef, Jerky, Pork, Poultry, Sausage, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Pickles, Popcorn, Cider, Juices, Christmas Trees, Handcrafted Gifts",No,Yes,Yes,"Salidaâ€™s Farmers Market takes place at Alpine Park, a centrally located 2-acre park adjacent to Salidaâ€™s vibrant downtown. Filled with grass and trees, Alpine Park provides an easy and ideal retreat. This community-focused event invites you to fill your basket with fresh local food and connect with the community!",38.53305197700007,-105.99330412699999,colorado_proud+usda,source,,"{""Business Name"":""colorado_proud"",""Address"":""colorado_proud"",""City"":""colorado_proud"",""County"":""colorado_proud"",""Zip"":""colorado_proud"",""Phone"":""colorado_proud"",""Website"":""colorado_proud"",""Email"":""colorado_proud"",""Facebook"":""colorado_proud"",""Instagram"":""colorado_proud"",""Hours"":""colorado_proud"",""Months Open"":""colorado_proud"",""Products"":""colorado_proud"",""Certified Organic"":""colorado_proud"",""SNAP"":""colorado_proud"",""ADA Accessible"":""colorado_proud"",""Notes"":""colorado_proud""}"
South Fork Farmers Market,Farmers' Market,Intersection of Hwy. 160 & 149,South Fork,Rio Grande,CO,81154,(719) 873-2251,,https://www.sffarmersmarket.org/,,,,,,,,,,,37.67071289448492,-106.63043897490363,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Website"":""usda"",""County"":""census-geocoder""}"
"South Fork Farmers, Local Artisan and Antique Market",Farmers' Market,168 Four Seasons Drive,South Fork,Rio Grande,CO,81154,(719) 873-5466,,,,,,,,,,,,,37.67313500292279,-106.6158709985278,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""County"":""census-geocoder""}"
Yampa Valley Foods,Farmers' Market,35 11th Street,Steamboat Springs,Routt,CO,80487,(970) 879-4370,,https://communityagalliance.org/programs/valley-foods/,katie@communityagalliance.org,https://www.facebook.com/AgAlliance/,https://www.instagram.com/agalliance/,Mon: 10:00am - 5:30pm; Tue: 10:00am - 5:30pm; Wed: 10:00am - 5:30pm; Thu: 10:00am - 5:30pm; Fri: 10:00am - 5:30pm; Sat: 10:00am - 4:00pm,"January, February, March, April, May, June, July, August, September, October, November, December","Apples, Apricots, Beets, Bell Peppers, Brussels Sprouts, Cabbage, Carrots, Cauliflower, Celery, Cherries, Cucumbers, Garlic, Herbs, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Onions, Peaches, Pears, Peas, Potatoes, Pumpkins, Radishes, Rhubarb, Spinach, Squash, Sweet Corn, Tomatoes, Turnips, Watermelon, Zucchini, Beef, Buffalo, Jerky, Lamb, Pork, Poultry, Sausage, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Pickles, Popcorn, Juices, Handcrafted Gifts",No,No,Yes,"Yampa Valley Foods is a nonprofit marketplace that brings locally raised, grown, and produced goods to the people of the Yampa Valley. We offer a year-round selection of beef, pork, lamb, chicken, eggs, honey, cheese, seasonal veggies, and more and work with over 80 local producers.",40.48757389900004,-106.83857567999996,colorado_proud,source,,"{""Business Name"":""colorado_proud"",""Address"":""colorado_proud"",""City"":""colorado_proud"",""County"":""colorado_proud"",""Zip"":""colorado_proud"",""Phone"":""colorado_proud"",""Website"":""colorado_proud"",""Email"":""colorado_proud"",""Facebook"":""colorado_proud"",""Instagram"":""colorado_proud"",""Hours"":""colorado_proud"",""Months Open"":""colorado_proud"",""Products"":""colorado_proud"",""Certified Organic"":""colorado_proud"",""SNAP"":""colorado_proud"",""ADA Accessible"":""colorado_proud"",""Notes"":""colorado_proud""}"
Wolf Creek Fresh,Farmers' Market,6625 Wolf Creek Road,Strasburg,Adams,CO,80136,(720) 288-0829,Yes,https://Www.wolfcreekfresh.com,charlie@wokfcreekfresh.com,Wolf Creek Fresh,Wolf Creek Fresh,Mon: By appointment; Sat: By appointment,"May, June, July, August, September, October, November","Beets, Bell Peppers, Broccoli, Cabbage, Cantaloupe, Carrots, Celery, Chile Peppers, Cucumbers, Garlic, Eggplant, Green Beans, Herbs, Honeydew, Kale, Lettuce, Onions, Peaches, Pears, Peas, Potatoes, Pumpkins, Radishes, Rhubarb, Spinach, Squash, Tomatoes, Turnips, Watermelon, Zucchini, Goat, Eggs, Baked Goods, Jams, Soup, bread, and cookie mixes in mason jars",No,Yes,No,"Family-owned and operated in Strasburg, Wolf Creek Fresh is dedicated to providing 100% natural, free-range, and regeneratively farmed food. We offer a variety of fresh seasonal produce, free-range eggs, and specialty items. We can accept Snap/EBT benefits at the Bennett Farmersâ€™ Market only. Visit our website.",39.594657790350176,-104.36133305987643,colorado_proud,source,,"{""Business Name"":""colorado_proud"",""Address"":""colorado_proud"",""City"":""colorado_proud"",""County"":""colorado_proud"",""Zip"":""colorado_proud"",""Phone"":""colorado_proud"",""Website"":""colorado_proud"",""Email"":""colorado_proud"",""Facebook"":""colorado_proud"",""Instagram"":""colorado_proud"",""Hours"":""colorado_proud"",""Months Open"":""colorado_proud"",""Products"":""colorado_proud"",""Certified Organic"":""colorado_proud"",""SNAP"":""colorado_proud"",""ADA Accessible"":""colorado_proud"",""Notes"":""colorado_proud""}"
Telluride Farmers' Market,Farmers' Market,S. Oak St.,Telluride,San Miguel,CO,81435,(970) 728-8701,,http://www.thetelluridefarmersmarket.com/,ms@greenmediaworks.org,https://www.facebook.com/pages/Telluride-Farmers-Market/154932191228871,,,,,,,,,37.93664575528502,-107.81319304546403,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Email"":""usda"",""Website"":""usda"",""Facebook"":""usda"",""County"":""census-geocoder""}"
Sunday Market on Main Street,Farmers' Market,"4138 Main St, Unit A",Timnath,Larimer,CO,80547,(970) 402-8591,,,,,,,,,,,,,40.52928394735328,-104.9822920632046,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""County"":""census-geocoder""}"
Trinidad Community Farmers Market,Farmers' Market,836 Stonewall Ave,Trinidad,Las Animas,CO,81082,(719) 680-0184,,,,,,,,,,,,,37.168292596378755,-104.51906917561085,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""County"":""census-geocoder""}"
Vail Farmers' Market,Farmers' Market,Meadow Dr.,Vail,Eagle,CO,81658,(970) 747-1711,,http://www.vailfarmersmarket.com/,vail@vailfarmermarket.com,https://www.facebook.com//pages/Vail-Farmers-Market-and-Art-Show/108065899218940,,,,,,,,,39.62907917537029,-106.28926545444702,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Email"":""usda"",""Website"":""usda"",""Facebook"":""usda"",""County"":""census-geocoder""}"
Walsenburg Farmers Market,Farmers' Market,400 Main Street,Walsenburg,Huerfano,CO,81089,(738) 520-0410,,,,https://www.facebook.com/walsenburgfarmersmarket,,,,,,,,,37.62557933074802,-104.78189654180994,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Facebook"":""usda"",""County"":""census-geocoder""}"
Wellington Farmers Market,Farmers' Market,4th & Cleveland,Wellington,Larimer,CO,80549,(720) 346-6871,,http://www.wellingtoncofarmersmarket.org/,,https://www.facebook.com/wellingtoncofarmersmarket,,,,,,,,,40.70395001243054,-105.00338996993536,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Website"":""usda"",""Facebook"":""usda"",""County"":""census-geocoder""}"
Westcliffe Farmers Market,Farmers' Market,315 Main Street,Westcliffe,Custer,CO,81252,(719) 942-3397,,https://www.westcliffefarmersmarket.com/,WestcliffeFarmersMarket@gmail.com,https://www.facebook.com/WestcliffeFarmersMarket,,,,,,,,,38.13599691393431,-105.46712002579255,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Email"":""usda"",""Website"":""usda"",""Facebook"":""usda"",""County"":""census-geocoder""}"
Orchard Farmers MArket,Farmers' Market,14535 S Delaware Street #150,Westminster,Adams,CO,80023,(720) 515-0431,No,https://www.orchardfarmersmarket.com,abmarketcolorado@gmail.com,Orchard Farmers Market,@TheOrchardFarmersMarket,Sun: 9 a.m. - 2 p.m.,"June, July, August, September","Apples, Apricots, Asparagus, Beets, Bell Peppers, Broccoli, Cabbage, Cantaloupe, Carrots, Cauliflower, Celery, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Honeydew, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Okra, Onions, Nectarines, Peaches, Pears, Peas, Plums, Potatoes, Pumpkins, Radishes, Raspberries, Rhubarb, Spinach, Squash, Strawberries, Sweet Corn, Tomatoes, Turnips, Watermelon, Zucchini, Beef, Buffalo, Pork, Sausage, Baked Goods, Eggs, Honey, Jams, Jellies, Pickles, Popcorn, Juices, Handcrafted Gifts",No,No,Yes,"The Orchard Farmers Market features 50+ market vendors each Sunday in the Macy's parking lot at the Orchard Town Center off 144th and I25. Join us for produce, food items, baked goods, beverages, crafts and more!",39.96106256300004,-104.99162420899995,colorado_proud,source,,"{""Business Name"":""colorado_proud"",""Address"":""colorado_proud"",""City"":""colorado_proud"",""County"":""colorado_proud"",""Zip"":""colorado_proud"",""Phone"":""colorado_proud"",""Website"":""colorado_proud"",""Email"":""colorado_proud"",""Facebook"":""colorado_proud"",""Instagram"":""colorado_proud"",""Hours"":""colorado_proud"",""Months Open"":""colorado_proud"",""Products"":""colorado_proud"",""Certified Organic"":""colorado_proud"",""SNAP"":""colorado_proud"",""ADA Accessible"":""colorado_proud"",""Notes"":""colorado_proud""}"
