Business Name,Category,Address,City,County,State,Zip,Phone,Call first?,Website,Email,Facebook,Instagram,Hours,Months Open,Products,Certified Organic,SNAP,ADA Accessible,Notes,Latitude,Longitude
Pfaltzgraff Farms,Agritourism,12189 County Road 7,Haxtun,Phillips,CO,80731,(970) 466-1887,Yes,www.pfzfarmstand.com,AskAFarmer@PfzFarms.com,https://www.facebook.com/PfzFarms,@pfzfarms,,"February, March, April, May, June, July, August, September, October, November","Black-eyed peas, Baking mixes, flours, dried beans",No,No,No,"Come visit a regenerative farm where we grow sunflowers, millet, heirloom corn, black-eyed peas, and more! We have a dedicated millhouse where we mill our own grains for gluten-free flours and baking mixes. Give us a call for a tour or follow us on social media for the next crop bloom!!",40.51232999999999,-102.608946
Rifle Farmers Market,Farmers' Market,839 Whiteriver Ave,Rifle,Garfield,CO,81650,(970) 309-0803,Yes,riflefarmersmarket.com,elissamnye@gmail.com,,,Fri: 4-8pm,"June, July, August, September","Apples, Apricots, Beets, Bell Peppers, Broccoli, Brussels Sprouts, Cabbage, Cantaloupe, Carrots, Cauliflower, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Honeydew, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Nectarines, Okra, Onions, Peaches, Pears, Peas, Potatoes, Radishes, Rhubarb, Spinach, Squash, Sweet Corn, Tomatoes, Zucchini, Baked Goods, Eggs, Honey, Jams, Jellies, Handcrafted Gifts",No,Yes,Yes,"We are the Rifle Farmers Market. A Friday night gathering space with local produce, eggs, honey and handmade products. We have live music, food trucks and beer and wine to be enjoyed onsite.",39.53692636230148,-107.78098352909718
Lyons Farmers Market,Farmers' Market,350 4th Ave,Lyons,Boulder,CO,80540,(423) 443-2440,No,fosterabundantspaces.com,abundant.spaces@gmail.com,,@abundant.spaces,Sun: 9am - 1pm,"May, June, July, August, September, October","Cucumbers, Cauliflower, Carrots, Cabbage, Brussels Sprouts, Broccoli, Bell Peppers, Beets, Apples, Eggplant, Garlic, Green Beans, Herbs, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Onions, Peaches, Plums, Potatoes, Pumpkins, Radishes, Spinach, Squash, Tomatoes, Turnips, Zucchini, Beef, Lamb, Pork, Poultry, Baked Goods, Eggs, Honey, Jams, Pickles, Popcorn, Juices, Handcrafted Gifts",No,No,Yes,"The Lyons Farmers Market is a curated Sunday market celebrating local food and seasonal craftsmanship. It is a living cultural space where food, land, creativity, and community converge. The 2026 Lyons Farmers Market will be held every Sunday 9a-1p in Sandstone Park, from May 10th - October 4th.",40.222011377261474,-105.26983745261687
Pueblo Farmers Market Eastside Pop-ups,Farmers' Market,1346 E 8th Street,Pueblo,Pueblo,CO,81001,(719) 778-6041,No,pueblofarmersmarket.org,pueblofarmersmarket@gmail.com,www.facebook.com/pueblofarmermarket,www.instagram.com/pueblofarmersmarket,Sat: 7:30am - Noon  May 16  June 6    July 18    October 3,"July, October, May, June","Apples, Apricots, Beets, Bell Peppers, Broccoli, Cabbage, Cantaloupe, Carrots, Cauliflower, Cherries, Chile Peppers, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Kale, Lettuce, Microgreens, Mushrooms, Okra, Onions, Peaches, Pears, Peas, Pinto Beans, Potatoes, Plums, Pumpkins, Radishes, Squash, Sweet Corn, Tomatoes, Watermelon, Zucchini, Beef, Lamb, Pork, Poultry, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Pickles, Juices, Handcrafted Gifts",No,Yes,Yes,"We gladly accept SNAP, CO Produce Bonus, Double Up Food Bucks, Fresh to Flourish and PowerUp Protein.
Pop-ups at this location will be:
May 16
June 6
July 18
October 3",38.27457900000002,-104.5873215
Green Junction Farmstead,CSA Farm,3449 Front St,CLIFTON,Mesa,CO,81520,(970) 234-0024,No,www.gjfarmstead.com,gjfarmstead@gmail.com,,,Sat: 10-12,"June, July, August, September, October","Cucumbers, Chile - Roasted, Chile Peppers, Celery, Cauliflower, Carrots, Cantaloupe, Cabbage, Broccoli, Bell Peppers, Beets, Eggplant, Garlic, Green Beans, Herbs, Kale, Leeks, Lettuce, Okra, Onions, Peas, Potatoes, Pumpkins, Radishes, Spinach, Squash, Tomatoes, Turnips, Watermelon, Zucchini, Baked Goods, Eggs, Honey",No,Yes,No,We are Colorado Proud and living soil growers. We don't use any chemicals on our land or produce. We are growing the way nature intended.,39.09587400000001,-108.4133925
Nederland Farmers Market,Farmers' Market,80 E Second St,Nederland,Boulder,CO,80466,,No,https://www.nederlandfarmersmarket.org,Vending@nederlandfarmersmarket.com,https://www.facebook.com/NederlandFarmersMarket,@nederlandfarmersmarket,Sun: 10:00am-2:00pm,"May, June, July, August, September, October, November","Apples, Apricots, Asparagus, Bell Peppers, Beets, Broccoli, Cantaloupe, Carrots, Celery, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Brussels Sprouts, Cabbage, Cauliflower, Eggplant, Garlic, Green Beans, Herbs, Honeydew, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Onions, Peaches, Pears, Nectarines, Okra, Peas, Pinto Beans, Plums, Potatoes, Pumpkins, Radishes, Rhubarb, Spinach, Squash, Sweet Corn, Strawberries, Tomatoes, Turnips, Watermelon, Zucchini, Raspberries, Beef, Lamb, Pork, Poultry, Sausage, Salmon, Baked Goods, Cheese, Eggs, Honey, Pickles, Popcorn",No,Yes,Yes,"A vibrant mountain community market featuring fresh local produce, pasture-raised meats, baked goods, handmade crafts, and live music in the heart of Nederland.",39.962529575130986,-105.50897570901505
Ela Family Farms,CSA Farm,30753 L Rd,Hotchkiss,Delta,CO,81419,(970) 872-3488,Yes,www.elafamilyfarms.com,info@elafamilyfarms.com,elafamilyfarms,elafamilyfarms,Mon: 9 a.m. - 4 p.m.; Tue: 9 a.m. - 4 p.m.; Wed: 9 a.m. - 4 p.m.; Thu: 9 a.m. - 4 p.m.,"August, September, October","Apples, Cherries, Peaches, Pears, Plums, Rhubarb, Tomatoes, Jellies, Jams, Apple sauce, dried fruit",Yes,No,Yes,"With over 100 years of Colorado fruit growing
experience, our fourth generation family farm
offers certified organic fruits and artisanal fruit
products at farmersâ€™ markets, at our farm, direct
to buyer groups, as fruit shares to other CSA
farms and at select retail stores, coops and
restaurants.",38.81637900000001,-107.7865965
Black Mountain Bison,On-Farm / Ranch Sales,26493 WCR  15,JOHNSTOWN,Weld,CO,80534,(970) 528-1800,Yes,https://blackmountainbison.com/,sales@blackmountainbison.com,https://www.facebook.com/blackmountainbison,https://www.instagram.com/blackmountainbison/,,"January, February, March, April, May, June, July, August, September, October, November, December",Buffalo,No,No,Yes,"Black Mountain Bison offers premium American bison meat, sourced locally and available for local pick up and delivery. Our range includes a variety of cuts, from tender steaks to flavorful roasts. With no minimum order requirements, customers can enjoy the f inest bison meat with convenience and quality guaranteed.",40.38516000000001,-104.926833
Bartels Land & Livestock Inc.,U-Pick,3424 E Douglas Rd,Ft. Collins,Larimer,CO,80524,(970) 420-5440,No,Thebartelspumpkinpatch.com,llavud@live.com,,,,"July, August, September, October","Beets, Bell Peppers, Broccoli, Cabbage, Cantaloupe, Carrots, Celery, Chile - Roasted, Chile Peppers, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Kale, Pumpkins, Spinach, Strawberries, Sweet Corn, Tomatoes, Zucchini, Watermelon, Straw bales, Baked Goods, Honey, Jams, Pickles",No,No,Yes,"26th annual pumpkin patch. No admission to the patch you pay for the product you pick from the field or the stand. Food trucks, Indian corn, straw bales , farm animals, lots and lots of pumpkins , gourds . We also offer birthday parties during our fall activities. Parties are done by appointment.",40.63914690228583,-105.01341805875111
Larry Zierer,Agritourism,47705 E County Road 34,Bennett,Arapahoe,CO,80102,(303) 644-4110,Yes,,lzbalpacas@aol.com,,,,"January, February, March, April, May, June, July, August, September, October, November, December","We offer sales of alpaca related products (yarns, rovings, scarfs, blankets and socks) as well as the alpacas themselves",No,No,No,We have been raising alpacas for over 25 years and always welcome farm visits to educate people about these amazing animals and to help them get started in the alpaca business.  We currently have a herd of over 30 alpacas with several crias(baby alpacas) due this spring and fall.,39.62596500000001,-104.4265815
Mattics Orchards,Roadside Market,8163 High Mesa Road,Olathe,Montrose,CO,81425,(970) 323-5657,No,,TaKerEnt@aol.com,,,,"August, September, October","Apples, Apricots, Beets, Bell Peppers, Broccoli, Cabbage, Cantaloupe, Cauliflower, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Kale, Leeks, Nectarines, Onions, Peaches, Pears, Pinto Beans, Plums, Potatoes, Pumpkins, Squash, Sweet Corn, Tomatoes, Watermelon, Zucchini, Honey, Baked Goods",No,No,Yes,Thank you for stopping by!,38.57342400000002,-108.0046575
Longmont Farmers Market,Farmers' Market,9595 Nelson Rd Unit D,Longmont,Boulder,CO,80501,(720) 612-8185,No,https://bcfm.org/markets/longmont-farmers-market/,hello@bcfm.org,https://www.facebook.com/LongmontFarmersMarket,https://www.instagram.com/longmontfarmersmarket/,Sat: 8:00 a.m. - 1:00 p.m.,"April, May, June, July, August, September, October, November","Apples, Apricots, Asparagus, Beets, Bell Peppers, Broccoli, Cabbage, Cantaloupe, Carrots, Cauliflower, Celery, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Honeydew, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Nectarines, Okra, Onions, Peaches, Pears, Peas, Pinto Beans, Plums, Potatoes, Pumpkins, Radishes, Raspberries, Rhubarb, Spinach, Squash, Strawberries, Sweet Corn, Tomatoes, Turnips, Watermelon, Zucchini, Beef, Lamb, Pork, Sausage, Jerky, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Pickles, Popcorn",No,Yes,Yes,"Come see whatâ€™s fresh at the Longmont Farmers Market! Here you'll meet your local farmers, ranchers, beekeepers, and entrepreneurs selling everything from fresh produce, meat, cheese, fresh bread and pastries, as well as delicious ready-to-eat options for breakfast and lunch.",40.155552,-105.129036
Boulder Farmers Market,Farmers' Market,13th St & Canyon Blvd Unit D,Boulder,Boulder,CO,80302,(720) 612-8185,No,https://bcfm.org/markets/boulder-farmers-market/,hello@bcfm.org,https://www.facebook.com/BoulderFarmersMarket,https://www.instagram.com/boulderfarmersmarket/,Wed: 3:30 - 7:30 p.m.; Sat: 8:00 a.m. - 2:00 p.m.,"April, May, June, July, August, September, October, November","Apples, Asparagus, Apricots, Beets, Bell Peppers, Broccoli, Cabbage, Cantaloupe, Carrots, Cauliflower, Celery, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Honeydew, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Nectarines, Okra, Onions, Peaches, Pears, Peas, Pinto Beans, Plums, Potatoes, Pumpkins, Radishes, Raspberries, Rhubarb, Spinach, Squash, Strawberries, Sweet Corn, Tomatoes, Turnips, Watermelon, Zucchini, Beef, Buffalo, Jerky, Lamb, Pork, Poultry, Sausage, Baked Goods, Cheese, Eggs, Honey, Jams, Pickles, Popcorn",No,Yes,Yes,"Join us at the Boulder Farmers Market! Here you'll meet your local farmers, ranchers, beekeepers, and entrepreneurs selling everything from fresh produce, meat, cheese, fresh bread and pastries, as well as delicious ready-to-eat options for breakfast and lunch.",40.01619600000177,-105.27801750000235
Sunflower Farm Acres,CSA Farm,11150 Prospect Rd,LONGMONT,Boulder,CO,80504,(303) 774-8001,Yes,https://www.sunflowerfarmacres.com/,,https://www.facebook.com/SunflowerFarmLongmont,https://www.instagram.com/sunflowerfarm_info/,"Wed: 12:30-4:30; Thu: 9-4:30; Fri: 9-4:30; Sat: Depends on Season, 11-3 in April & 9-1:00 from May-October; Sun: Depends on Season, 11-3 in April & 9-1:00 from May-OctoberSeason","April, May, June, July, August, September, October, November, December","Beets, Bell Peppers, Broccoli, Cabbage, Cantaloupe, Carrots, Cauliflower, Celery, Chile Peppers, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Kale, Lettuce, Mushrooms, Onions, Peas, Potatoes, Pumpkins, Radishes, Spinach, Squash, Tomatoes, Turnips, Watermelon, Zucchini, Flowers, Lamb, Honey",No,Yes,Yes,"Sunflower Farm Acres is a vegetable and flower farm entering its third year of production. Located on Prospect Road in southern Longmont, we integrate regenerative farming practices to grow organic and nourishing foods for the community.",40.13106300000001,-105.0913575
Arriola Sunshine Farm,On-Farm / Ranch Sales,17702 Road 23,Dolores,Montezuma,CO,81323,(970) 739-2445,Yes,https://arriolasunshinefarm.com,ekstramas@gmail.com,https://www.facebook.com/churrosheeparriolasunshinefarm,https://www.instagram.com/sunshinefarmchurros/,Sat: 9AM-4PM,"January, February, March, April, May, June, July, August, September, October, November, December","Lamb, Handcrafted Gifts, Navajo Churro Breeding Stock, Wool, Sheepskin Pelts,",No,No,No,"We offer registered Navajo-Churro sheep breeding stock, grass fed lamb, wool and pelts raised humanely with regenerative agricultural practices.",37.465866000000005,-108.6277005
Podunk's Ranch,CSA Farm,20079 Road South,Cortez,Montezuma,CO,81321,(970) 672-0720,Yes,www.podunksranch.com,Podunksbeef@gmail.com,Podunk's Ranch,Podunk's Ranch,,"March, February, April, May, June, July, August, September, October, November, December",Beef,No,Yes,No,"Podunkâ€™s Ranch in Cortez, Colorado provides grass-fed, grain-finished beef sold directly from our ranch to your table. Shop individual cuts, bundles, or whole, half, and quarter beef. Online store, local markets, and ranch pick-up available. Monthly beef CSA offered. SNAP accepted to support access to local food. BQA Cert.",37.442988,-108.6811785
Sambrito Creek Farm,On-Farm / Ranch Sales,1351 County Road 988,Ignacio,Archuleta,CO,81137,(970) 585-6355,Yes,,sambritocreekfarm@gmail.com,https://facebook.com/sambritocreekfarm,,Sat: 8am -4pm; Sun: 8am - 4pm,"January, February, March, April, May, June, July, August, September, October, November, December","Lamb, Wool, Tanned Hides",No,No,Yes,"First-generation family farm raising 100% grass-fed Icelandic sheep. As proud members of The Good Meat Project, we prioritize ethical stewardship and transparency. We offer premium breeding stock, live shares, and select USDA-packaged meat for those seeking hardy heritage genetics and high-quality, sustainably raised lamb.",37.025811000000004,-107.4755655
Native Hill Farm,U-Pick,2100 County Rd 54G,Fort Collins,Larimer,CO,80524,(970) 980-1366,No,www.Nativehillfarm.com,info@nativehillfarm.com,,@nativehillfarm,Mon: 9 a.m. - 6 p.m.; Tue: 9 a.m. - 6 p.m.; Wed: 9 a.m. - 6 p.m.; Thu: 9 a.m. - 6 p.m.; Fri: 9 a.m. - 6 p.m.; Sat: 9 a.m. - 6 p.m.; Sun: 9 a.m. - 6 p.m.,"January, February, March, May, June, July, August, September, October, November, December","Beets, Bell Peppers, Broccoli, Cabbage, Cantaloupe, Carrots, Cauliflower, Celery, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Kale, Leeks, Lettuce, Onions, Peas, Potatoes, Pumpkins, Radishes, Spinach, Squash, Tomatoes, Turnips, Watermelon, Zucchini, Eggs, Honey",Yes,Yes,Yes,"We are honored to be growing organic, fresh food for our community. Our produce is available through our Farm Share programs, the Larimer County Farmerâ€™s Market, and at our onsite Farm Stand. You can also find our high quality produce on the menu at select Old Town Fort Collins restaurants.",40.625553857313875,-105.11426524297048
New Roots Farm LLC,CSA Farm,"1630 Grand Ave Canon City, CO 81212",Canon City,Fremont,CO,81212,(719) 671-6491,Yes,www.newrootsfarmllc.com,newrootsfarmllc@gmail.com,newrootsfarmllc,newrootsfarmllc,Mon: 7 am - 12 pm,"June, July, August, September, October","Apples, Cherries, Beets, Bell Peppers, Broccoli, Cantaloupe, Carrots, Cabbage, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Kale, Leeks, Lettuce, Onions, Pumpkins, Radishes, Spinach, Squash, Tomatoes, Turnips, Zucchini",No,Yes,No,"We recognize that healthy, living soil is the cornerstone of the entire farm ecosystem. Healthy soil means healthy plants, healthy people and animals, and healthy planet. Here at New Roots Farm in the Arkansas River Valley, we gratefully and humbly care for the living soil that feeds us.",38.428380000000004,-105.2060895
Jamber Acres,Garden Center / Greenhouse,1639 23rd Trail,Cotopaxi,Fremont,CO,81223,(973) 207-1796,Yes,JamberAcres.com,jamberacres@gmail.com,facebook.com/jamberacres,instagram.com/jamberacres,Fri: 9:00 AM to 1:00 PM; Sat: 9:00 AM to 1:00 PM,"January, February, March, April, May, June, July, August, September, October, November, December","Beets, Bell Peppers, Chile Peppers, Cucumbers, Carrots, Eggplant, Green Beans, Herbs, Kale, Lettuce, Peas, Radishes, Spinach, Squash, Tomatoes, Zucchini, rainbow swiss chard, escarole",No,Yes,Yes,"You can also find our veggies year-round at Sunflower Natural Foods on Main Street in Westcliffe. Tours welcomed by appointment only. Proud to be Certified Naturally Grown. To learn more about CNG certification, visit naturallygrown.org.",38.29454100000001,-105.495975
Burley Bees,On-Farm / Ranch Sales,1381 Illinois Ave,Canon City,Fremont,CO,81212-8635,,Yes,www.burleybeeshoney.com,burleybees719@gmail.com,,,,"January, February, April, March, May, June, July, August, September, October, November, December","Apples, Honey",No,No,No,"Honey, Honey bees,",38.480886,-105.2491545
Mountain View Meats,On-Farm / Ranch Sales,5202 North County Rd 19,Fort Collins,Larimer,CO,80524,(970) 829-7846,No,www.MVmeatsFC.com,hello@mvmeatsfc.com,www.facebook.com/MVmeatsFC,www.instagram.com/MVmeatsFC,Mon: 1pm - 5pm; Wed: 1pm - 5pm; Fri: 1pm - 5pm,"December, November, October, September, August, July, June, May, April, March, January, February","Pork, Beef, Eggs",No,Yes,Yes,"Colorado beef, pork, eggs. Mountain View Meats is a multi generational, family-owned ranch and feed yard raising award-winning grain/grass-finished beef. We sell whole/half beef and pork (custom cutting instructions available), bundles online, and individual cuts in-store. Pickup, local delivery, and shipping offered.",40.7627616270781,-105.11783906606465
"Monroe Family Farm, LLC",CSA Farm,25525 County Road 48,KERSEY,Weld,CO,80644,(970) 284-7941,Yes,www.monroefarm.com,jacquie@monroefarm.com,www.facebook.com/monroeorganicfarm/,www.instagram.com/monroefarmilyfarms/,Mon: 7am - 4pm; Tue: 7am - 4pm; Wed: 7am - 4pm; Thu: 7am - 4pm; Fri: 7am-4pm,"June, July, August, September, October, November, December","Asparagus, Beets, Bell Peppers, Broccoli, Cabbage, Cantaloupe, Carrots, Cauliflower, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Honeydew, Kale, Leeks, Lettuce, Onions, Peas, Potatoes, Pumpkins, Radishes, Spinach, Squash, Strawberries, Sweet Corn, Tomatoes, Turnips, Watermelon, Zucchini, Beef, Lamb, Pork, Eggs, Honey, Popcorn, Olive Oil",No,No,No,Please see last years listing,40.336479,-104.57379
Rocky Mountain Pumpkin Ranch,Roadside Market,9059 Ute Hwy,Longmont,Boulder,CO,80503,(303) 684-0087,Yes,https://rockymtnpumpkinranch.com/,ADMIN@RMPR.Farm,https://www.facebook.com/people/Rocky-Mountain-Pumpkin-Ranch/100068724774710/#,https://www.instagram.com/rockymountainpumpkinranch/,Mon: 9 a.m. - 6 p.m.; Tue: 9 a.m. - 6 p.m.; Wed: 9 a.m. - 6 p.m.; Thu: 9 a.m. - 6 p.m.; Fri: 9 a.m. - 6 p.m.; Sat: 9 a.m. - 6 p.m.; Sun: 9 a.m. - 6 p.m.,"May, June, July, August, September, October, November","Apples, Beets, Bell Peppers, Broccoli, Cabbage, Cantaloupe, Chile Peppers, Chile - Roasted, Cucumbers, Herbs, Kale, Leeks, Lettuce, Peaches, Pears, Potatoes, Pumpkins, Radishes, Spinach, Squash, Sweet Corn, Watermelon, Zucchini, Turnips, Beef, Lamb, Pork, Sausage, Baked Goods, Cheese, Honey, Jams, Jellies, Pickles, Popcorn, Cider, Juices, Handcrafted Gifts",Yes,No,Yes,"On-Farm roadside market: Certified Organic Winter Squash
and Pumpkins, Gourds, Corn Stalks, Straw bales.  Colorado 
Cider, juices, Western slope jams, syrups, butters, 
as well as salsas, preserves, pumpkin bread & local honey.  
Weekend Fall Festival: pony rides, petting zoo, kiddie carnival 
rides",40.20334644294589,-105.14187551473275
Our Red Barn Ranch LLC,Garden Center / Greenhouse,11494 N. Calhan Hwy.,Calhan,El Paso,CO,80808,(719) 339-5229,Yes,Ourredbarnranch.com,Betty@ourredbarnranch.com,,,Mon: 10am-4pm; Tue: 10am-4pm; Wed: 10am-4pm; Thu: 10am-4pm; Fri: 10am-4pm; Sat: 10am-4pm; Sun: 10am-4pm,"January, February, March, April, May, June, July, August, September, October, November, December","Bell Peppers, Carrots, Chile Peppers, Cucumbers, Green Beans, Lettuce, Okra, Onions, Peas, Potatoes, Radishes, Rhubarb, Spinach, Squash, Strawberries, Tomatoes, Zucchini, Eggs, Cheese",No,No,Yes,"Our Red Barn Ranch is on 40 acres of rolling prairie. We are located 2 miles south of the town of Calhan, northeast of Colorado Springs. We are about two miles from The Paint Mine Interpretive Park. We also raise Colorado Mountain Dogs. They have full reign of the property, so please leave your pets at home.",38.997387,-104.2949835
Sprout City Farms,CSA Farm,6700 E. Virginia Ave.,Denver,Denver,CO,80224,(720) 239-2714,No,www.sproutcityfarms.org,info@sproutcityfarms.org,www.facebook.com/sproutcityfarms,www.instagram.com/sproutcityfarms,Mon: 9-3; Tue: 9-3; Wed: 9-3; Thu: 9-3; Fri: 9-1,"March, April, May, June, July, August, September, October, November","Asparagus, Beets, Bell Peppers, Broccoli, Cabbage, Cantaloupe, Carrots, Cauliflower, Chile Peppers, Cucumbers, Apples, Eggplant, Garlic, Green Beans, Herbs, Honeydew, Kale, Leeks, Lettuce, Mushrooms, Onions, Peaches, Pears, Peas, Plums, Potatoes, Pumpkins, Radishes, Rhubarb, Spinach, Squash, Tomatoes, Turnips, Zucchini, Watermelon, Baked Goods, Eggs, Honey",No,Yes,Yes,"Sprout City Farms is an urban agriculture nonprofit (founded 2010) with 2 community farms in Denver & Lakewood. Half of our harvest is dedicated to food access programs for low-income families. Educational/community programs include Intern/Apprenticeships, Volunteer Days, Workshops, Tours, Events, and more--see our website!",39.70663200000001,-104.9090265
Cottonwood Farm,Agritourism,10600 Isabelle Rd.,Lafayette,Boulder,CO,80026,(720) 890-4766,No,cottonwoodfarms.com,bob@cottonwoodfarms.com,,,,"October, November, December","Pumpkins, Squash",No,No,Yes,"Fall activities include pumpkin patch, corn maze, wagon rides, games, photo opportunities.
We generally appeal to younger families
Christmas tree lot opens day after Thanksgiving",40.036543025881016,-105.10431479825175
KNAPP FARMS LLC,CSA Farm,29742 STATE HIGHWAY 71,"Rocky Ford, CO",Otero,CO,81067,(719) 254-6265,,knappsfarmmarket.com,knappsfarmmarket@gmail.com,Knapp's Farm Market,Knapps Farm Market,Mon: 8am-6pm; Tue: 8am-6pm; Wed: 8am-6pm; Thu: 8am-6pm; Fri: 8am-6pm; Sat: 8am-6pm; Sun: 8am-6pm,"July, August, September, October","Asparagus, Beets, Bell Peppers, Cantaloupe, Apples, Apricots, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Pears, Peaches, Onions, Okra, Honeydew, Green Beans, Grapes, Garlic, Eggplant, Pinto Beans, Plums, Potatoes, Pumpkins, Squash, Sweet Corn, Tomatoes, Watermelon, Zucchini, Beef, Eggs, Popcorn",No,Yes,Yes,"Knapp's Farm Market is a family owned and operated farm market in Rocky Ford, CO. We sell produce grown on our own farm as well as other produce grown locally in the state of Colorado. We take pride in having top quality produce and customer service.",38.064880695746346,-103.74762154224243
DeLaney Community Farm - by Project Worthmore,CSA Farm,170 S Chambers Rd,Aurora,Arapahoe,CO,80017,(720) 460-1393,,https://projectworthmore.org/programs/delaney-community-farm/,ashley@projectworthmore.org,www.facebook.com/projectworthmore,www.instagram.com/projectworthmore,Mon: 9am-3pm; Tue: 9am-3pm; Wed: 9am-3pm; Thu: 9am-3pm; Fri: 9am-3pm,"April, May, June, July, August, September, October","Beets, Bell Peppers, Broccoli, Cabbage, Cantaloupe, Carrots, Cauliflower, Chile Peppers, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Honeydew, Kale, Leeks, Lettuce, Onions, Peas, Potatoes, Pumpkins, Radishes, Spinach, Squash, Tomatoes, Turnips, Zucchini, Eggs",No,No,Yes,"DeLaney Community Farm is a 5-acre farm managed by nonprofit Project Worthmore supporting refugees through sustainable agriculture and community building. Our goal is to provide the space, support, resources, and expertise for refugees to grow healthy, organically-produced food for themselves and their broader community.",39.71508162133474,-104.8097142745858
Earth Mountain Education Farm,U-Pick,17613 CR. 31.9,Weston,Las Animas,CO,81091,(719) 680-0215,No,www.earthmountainfarm.org,earthmountainfarm@gmail.com,facebook.com/earthmountain,,Tue: 9a.m.-7p.m.; Wed: 9a.m.-7p.m.; Thu: 9a.m.-7p.m.; Fri: 9a.m.-7p.m.; Sat: 9a.m.-7p.m.,"April, May, June, July, August, September, October, November","Beets, Asparagus, Bell Peppers, Broccoli, Cabbage, Cantaloupe, Carrots, Celery, Chile Peppers, Cucumbers, Eggplant, Garlic, Green Beans, Grapes, Herbs, Kale, Lettuce, Onions, Peas, Pumpkins, Radishes, Raspberries, Spinach, Squash, Rhubarb, Strawberries, Sweet Corn, Tomatoes, Turnips, Watermelon, Zucchini, Baked Goods, Eggs, Honey, Jams, Pickles, Handcrafted Gifts",No,No,Yes,"Trinidad Community Garden( N. Linden and White Ave, Trinidad) CSA, community garden plots
Cedar Street Discovery Park(134W. Cedar St, Trinidad) food access park, farm stand(Weds.4-7)",37.24503300000001,-104.9523075
Sandy's Way Microfarm,CSA Farm,3833 BEAR CANYON CIR,SEDALIA,Douglas,CO,80135,(720) 722-3633,Yes,sandyswayfarm.com,,https://www.facebook.com/SandysWayCSA,https://www.instagram.com/sandyswaymicrofarm/,Fri: CALL; Sat: Call,"May, June, July, August, September, October, November","Apples, Apricots, Beets, Bell Peppers, Carrots, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Green Beans, Herbs, Kale, Lettuce, Microgreens, Onions, Peaches, Pears, Peas, Radishes, Spinach, Squash, Tomatoes, Turnips, Zucchini, Beef, Poultry, Sausage, Baked Goods, Cheese, Eggs, Honey",No,No,No,"Sandy's Way Microfarm grows Certified Naturally Grown vegetables in Sedalia, Colorado. We offer seasonal produce (May-November) plus local beef, eggs, artisan bread, cheese, and Palisade fruit through our Community Harvest Hub. Enjoy free delivery, 7 pickup locations, and Harvest Membership benefits with 10% discounts.",39.357215999999994,-104.957262
The Arbol Farmers Market,Farmers' Market,708 4th St,Paonia,Delta,CO,81428,(970) 433-5852,No,thelearningcouncil.org,arbolfarmersmarket@thelearningcouncil.org,,arbolfarmersmarket,Tue: 5 - 7:30PM,"May, June, July, August, September, October","Apples, Apricots, Beets, Cabbage, Carrots, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Celery, Broccoli, Bell Peppers, Eggplant, Garlic, Grapes, Green Beans, Herbs, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Onions, Peaches, Pears, Nectarines, Peas, Potatoes, Pumpkins, Radishes, Tomatoes, Turnips, Squash, Sweet Corn, Zucchini, Beef, Baked Goods, Cheese, Eggs, Honey, Pickles, Jellies, Jams, Popcorn, Handcrafted Gifts, Willow Baskets, herbal products, local art",No,Yes,Yes,"From Highway 133, follow the signs to Downtown
Paonia. From the intersection of Grand Avenue
and 4th St., follow 4th street down to Town Park.",38.871036000000004,-107.591742
